YR,TM,WON,TITLE_GAME,FINAL_FOUR,PTS,OPP_PTS,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,OPP_FG,OPP_FGA,OPP_3P,OPP_3PA,OPP_FT,OPP_FTA,OPP_ORB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,FG%,2P,2PA,2P%,3P%,DRB,OPP_2P,OPP_2PA,OPP_FG%,OPP_2P%,OPP_3P%,OPP_DRB,PTS_DIFF,PTS/OPP_PTS,AST/TOV,AST/OPP_AST,TRB_DIFF,TRB%,DRB%,ORB%,BLK/OPP_BLK,FG%/OPP_FG%,2P%/OPP_2P%,3P%/OPP_3P%,3PA/FGA,FGA/OPP_FGA,FGA_DIFF,eFG%,OPP_eFG%,eFG%/OPP_eFG%,2P/OPP_2P,3P/OPP_3P,FG/OPP_FG,FT/OPP_FT,2PA/OPP_2PA,3PA/OPP_3PA,FTA/OPP_FTA,STL/OPP_STL,TOV/OPP_TOV,PF/OPP_PF,FT%,OPP_FT%,FT%/OPP_FT%
2017,south-carolina,0,0,1,80.2,70.2,27.4,60.0,6.4,19.2,19.0,25.4,10.6,34.0,12.8,7.4,3.6,9.4,17.2,23.6,56.6,8.0,22.6,15.0,18.0,7.6,29.4,12.0,5.0,5.2,15.4,21.6,0.45666666666666667,21.0,40.8,0.5147058823529412,0.33333333333333337,23.4,15.600000000000001,34.0,0.4169611307420495,0.45882352941176474,0.35398230088495575,21.799999999999997,10.0,1.1424501424501425,1.3617021276595744,1.0666666666666667,4.600000000000001,0.5362776025236593,0.7548387096774193,0.3271604938271605,0.6923076923076923,1.0952259887005649,1.1217948717948718,1.454044117647059,0.32,1.0600706713780919,3.3999999999999986,0.51,0.4876325088339223,1.0458695652173913,1.346153846153846,0.8,1.1610169491525422,1.2666666666666666,1.2,0.8495575221238937,1.411111111111111,1.48,0.6103896103896104,0.7962962962962962,0.7480314960629921,0.8333333333333334,0.8976377952755905
2016,villanova,1,1,1,83.5,62.8,30.2,51.8,9.3,18.7,13.8,17.0,5.5,27.8,14.7,8.8,3.3,9.8,14.2,23.7,56.2,7.5,20.7,8.0,12.3,9.7,26.0,12.0,5.5,2.2,13.7,18.2,0.5830115830115831,20.9,33.099999999999994,0.6314199395770393,0.4973262032085562,22.3,16.2,35.5,0.42170818505338076,0.4563380281690141,0.36231884057971014,16.3,20.700000000000003,1.3296178343949046,1.4999999999999998,1.2249999999999999,1.8000000000000007,0.516728624535316,0.696875,0.25229357798165136,1.4999999999999998,1.3825000407278891,1.3836671515422776,1.7427190332326286,0.361003861003861,0.9217081850533807,-4.400000000000006,0.6727799227799228,0.48843416370106757,1.3774219184055252,1.2901234567901234,1.24,1.2742616033755274,1.725,0.932394366197183,0.9033816425120773,1.3821138211382114,1.6,0.7153284671532848,0.7802197802197802,0.8117647058823529,0.6504065040650406,1.2480882352941176
2016,north-carolina,0,1,1,85.7,72.7,31.3,62.2,6.8,17.0,16.2,20.2,13.3,36.0,16.0,5.8,4.7,10.0,18.2,25.8,56.5,7.7,20.3,13.3,19.5,8.5,25.3,8.5,4.8,2.8,10.5,19.2,0.5032154340836013,24.5,45.2,0.5420353982300885,0.39999999999999997,22.7,18.1,36.2,0.45663716814159294,0.5,0.3793103448275862,16.8,13.0,1.1788170563961486,1.6,1.8823529411764706,10.7,0.5872756933115824,0.7275641025641025,0.4418604651162791,1.6785714285714288,1.1020027916947082,1.084070796460177,1.429002413515688,0.2733118971061093,1.1008849557522125,5.700000000000003,0.5578778135048231,0.524778761061947,1.0630723933565769,1.3535911602209945,0.8831168831168831,1.2131782945736433,1.2180451127819547,1.2486187845303867,0.8374384236453202,1.0358974358974358,1.2083333333333333,0.9523809523809523,0.9479166666666666,0.801980198019802,0.6820512820512821,1.1758356286756495
2016,oklahoma,0,0,1,75.0,75.0,26.8,59.4,9.6,24.4,11.8,17.4,11.0,31.0,14.4,5.2,4.2,13.6,18.4,26.8,58.2,7.4,23.2,14.0,20.6,10.2,32.8,13.8,8.2,2.6,12.4,16.6,0.4511784511784512,17.200000000000003,35.0,0.4914285714285715,0.39344262295081966,20.0,19.4,35.0,0.46048109965635736,0.5542857142857143,0.31896551724137934,22.599999999999998,0.0,1.0,1.0588235294117647,1.0434782608695652,-1.7999999999999972,0.4858934169278997,0.6622516556291391,0.32738095238095244,1.6153846153846154,0.9797979797979799,0.8865979381443301,1.5406949806949808,0.41077441077441074,1.0206185567010309,1.1999999999999957,0.531986531986532,0.5240549828178694,1.0151349561185627,0.8865979381443301,1.2972972972972971,1.0,0.8428571428571429,1.0,1.0517241379310345,0.8446601941747571,0.6341463414634148,1.096774193548387,1.1084337349397588,0.67816091954023,0.6796116504854368,0.997865353037767
2016,syracuse,0,0,1,68.4,61.2,23.6,57.2,7.0,20.0,14.2,19.8,12.2,34.6,9.6,8.2,6.8,10.2,13.6,23.6,58.6,6.8,21.0,7.2,11.0,11.4,32.8,15.2,4.8,5.2,11.6,14.6,0.4125874125874126,16.6,37.2,0.44623655913978494,0.35,22.400000000000002,16.8,37.6,0.40273037542662116,0.44680851063829785,0.3238095238095238,21.4,7.200000000000003,1.1176470588235294,0.9411764705882353,0.631578947368421,1.8000000000000043,0.5133531157270029,0.6627218934911242,0.36309523809523814,1.3076923076923077,1.0244755244755246,0.9987199180747568,1.3780834914611004,0.34965034965034963,0.9761092150170648,-1.3999999999999986,0.4737762237762238,0.4607508532423208,1.0282698782698785,0.9880952380952381,1.0294117647058825,1.0,1.972222222222222,0.9893617021276596,0.9523809523809523,1.8,1.7083333333333333,0.8793103448275862,0.9315068493150684,0.7171717171717171,0.6545454545454545,1.095679012345679
2015,duke,1,1,1,71.8,56.3,25.8,51.8,5.5,14.0,14.7,19.7,6.7,33.0,12.7,6.8,4.2,8.0,13.2,22.2,58.3,4.7,16.5,7.3,10.8,10.0,30.3,9.5,4.7,2.8,10.8,17.3,0.49806949806949813,20.3,37.8,0.5370370370370371,0.39285714285714285,26.3,17.5,41.8,0.3807890222984563,0.41866028708133973,0.28484848484848485,20.3,15.5,1.2753108348134992,1.5875,1.3368421052631578,2.6999999999999993,0.5213270142180095,0.7245179063360883,0.24814814814814815,1.5000000000000002,1.3079933215068351,1.2827513227513228,1.885342789598109,0.2702702702702703,0.8885077186963979,-6.5,0.5511583011583012,0.42109777015437394,1.3088606500011797,1.1600000000000001,1.1702127659574468,1.1621621621621623,2.0136986301369864,0.9043062200956937,0.8484848484848485,1.824074074074074,1.4468085106382977,0.7407407407407407,0.7630057803468208,0.7461928934010152,0.6759259259259258,1.103956609415201
2015,wisconsin,0,1,1,76.0,69.8,25.7,53.7,8.5,21.2,16.2,21.2,8.3,29.2,12.0,3.3,1.3,7.2,15.3,25.7,53.5,5.3,11.0,13.2,16.0,6.2,26.2,9.3,4.7,2.8,6.5,18.2,0.47858472998137797,17.2,32.5,0.5292307692307692,0.4009433962264151,20.9,20.4,42.5,0.4803738317757009,0.48,0.4818181818181818,20.0,6.200000000000003,1.0888252148997135,1.6666666666666665,1.2903225806451613,3.0,0.5270758122743683,0.7712177121771218,0.2932862190812721,0.46428571428571436,0.9962756052141526,1.1025641025641024,1.0984034833091436,0.39478584729981375,1.0037383177570094,0.20000000000000284,0.5577281191806331,0.5299065420560747,1.052502799864687,0.8431372549019608,1.6037735849056605,1.0,1.2272727272727273,0.7647058823529411,1.9272727272727272,1.325,0.702127659574468,1.1076923076923078,0.8406593406593408,0.7641509433962264,0.825,0.9262435677530017
2015,kentucky,0,0,1,70.6,56.6,24.6,53.2,3.6,10.6,17.8,23.6,9.2,35.0,10.6,6.0,6.8,9.2,17.2,19.8,56.0,3.8,15.2,13.2,18.2,11.2,31.6,8.0,4.6,3.0,10.4,20.2,0.462406015037594,21.0,42.6,0.49295774647887325,0.339622641509434,25.8,16.0,40.8,0.3535714285714286,0.3921568627450981,0.25,20.400000000000002,13.999999999999993,1.2473498233215545,1.1521739130434783,1.325,3.3999999999999986,0.5255255255255256,0.6972972972972973,0.31081081081081074,2.2666666666666666,1.3078149920255182,1.2570422535211265,1.971830985915493,0.19924812030075187,0.9500000000000001,-2.799999999999997,0.4962406015037594,0.3875,1.2806209071064758,1.3125,0.9473684210526316,1.2424242424242424,1.3484848484848486,1.0441176470588236,0.6973684210526316,1.2967032967032968,1.3043478260869565,0.8846153846153845,0.8514851485148515,0.7542372881355932,0.7252747252747253,1.0399332306111968
2015,michigan-state,0,0,1,65.8,65.2,22.6,53.8,7.6,20.0,13.0,20.8,8.2,32.6,12.8,4.4,4.2,8.8,21.4,21.0,56.6,3.2,13.8,20.0,26.8,12.0,36.0,8.2,4.6,3.8,8.2,17.4,0.42007434944237926,15.000000000000002,33.8,0.4437869822485208,0.38,24.400000000000002,17.8,42.8,0.3710247349823321,0.41588785046728977,0.2318840579710145,24.0,0.5999999999999943,1.00920245398773,1.4545454545454546,1.5609756097560978,-3.3999999999999986,0.47521865889212833,0.6703296703296703,0.2546583850931677,1.105263157894737,1.1322003894494603,1.0670833056312747,1.9138313609467459,0.3717472118959108,0.9505300353356889,-2.8000000000000043,0.4907063197026023,0.3992932862190813,1.2289370661578447,0.8426966292134832,2.3749999999999996,1.0761904761904764,0.65,0.7897196261682243,1.4492753623188406,0.7761194029850746,0.9565217391304349,1.0731707317073174,1.2298850574712643,0.625,0.7462686567164178,0.8375
2014,connecticut,1,1,1,71.7,63.8,23.7,52.2,7.5,19.3,16.8,19.2,5.7,29.3,10.0,7.3,3.2,9.2,16.3,22.0,52.5,6.8,20.5,13.0,19.7,8.5,28.8,10.5,4.5,2.7,13.0,17.2,0.45402298850574707,16.2,32.900000000000006,0.492401215805471,0.38860103626943004,23.6,15.2,32.0,0.41904761904761906,0.475,0.33170731707317075,20.3,7.900000000000006,1.1238244514106583,1.0869565217391306,0.9523809523809523,0.5,0.504302925989673,0.735202492211838,0.21923076923076923,1.1851851851851851,1.08346394984326,1.0366341385378337,1.4844448417664935,0.36973180076628354,0.9942857142857143,-0.29999999999999716,0.5258620689655172,0.4838095238095238,1.086919630735813,1.0657894736842106,1.1029411764705883,1.0772727272727272,1.2923076923076924,1.0281250000000002,0.9414634146341464,0.9746192893401016,1.6222222222222222,0.7076923076923076,0.9476744186046513,0.8750000000000001,0.6598984771573604,1.3259615384615386
2014,kentucky,0,1,1,68.5,66.5,24.7,52.8,5.0,13.2,14.2,21.0,11.3,32.0,9.2,4.5,4.0,10.8,14.3,24.0,52.5,6.7,19.0,11.8,16.2,7.3,25.2,10.5,6.0,2.8,8.3,19.0,0.46780303030303033,19.7,39.599999999999994,0.4974747474747475,0.3787878787878788,20.7,17.3,33.5,0.45714285714285713,0.5164179104477612,0.3526315789473684,17.9,2.0,1.0300751879699248,0.8518518518518517,0.8761904761904761,6.800000000000001,0.5594405594405594,0.7392857142857142,0.38698630136986306,1.4285714285714286,1.023319128787879,0.963318152624511,1.4107492838836124,0.25,1.0057142857142856,0.29999999999999716,0.5151515151515151,0.520952380952381,0.988864882831976,1.138728323699422,0.7462686567164178,1.0291666666666666,1.2033898305084745,1.1820895522388057,0.6947368421052631,1.2962962962962963,0.75,1.3012048192771084,0.7526315789473684,0.6761904761904761,0.7283950617283952,0.928329297820823
2014,florida,0,0,1,64.4,56.6,23.2,52.4,4.4,15.6,13.6,18.6,9.6,31.6,11.0,5.8,4.2,8.8,12.0,21.8,51.4,4.8,15.6,8.2,11.2,5.2,25.4,11.8,5.4,3.4,9.6,16.2,0.44274809160305345,18.799999999999997,36.8,0.5108695652173912,0.2820512820512821,22.0,17.0,35.8,0.4241245136186771,0.4748603351955308,0.3076923076923077,20.2,7.800000000000004,1.137809187279152,1.25,0.9322033898305084,6.200000000000003,0.5543859649122808,0.8088235294117647,0.32214765100671144,1.2352941176470589,1.04391063799986,1.0758312020460354,1.6603260869565215,0.29770992366412213,1.0194552529182879,1.0,0.4847328244274809,0.4708171206225681,1.0295564948583684,1.1058823529411763,0.9166666666666667,1.0642201834862384,1.6585365853658538,1.0279329608938548,1.0,1.660714285714286,1.074074074074074,0.9166666666666667,0.7407407407407408,0.7311827956989246,0.7321428571428571,0.998688696564385
2014,wisconsin,0,0,1,73.2,60.2,25.6,54.8,8.2,20.8,13.8,18.2,8.4,31.4,13.6,3.6,2.2,8.2,15.8,21.0,52.0,4.2,13.0,14.0,18.8,8.0,29.8,8.8,4.2,2.0,8.4,17.8,0.4671532846715329,17.400000000000002,34.0,0.511764705882353,0.39423076923076916,23.0,16.8,39.0,0.40384615384615385,0.4307692307692308,0.3230769230769231,21.8,13.0,1.2159468438538206,1.6585365853658538,1.5454545454545452,1.5999999999999979,0.5130718954248366,0.7419354838709677,0.2781456953642384,1.1,1.1567605144247481,1.1880252100840336,1.5840336134453783,0.3795620437956205,1.0538461538461539,2.799999999999997,0.5419708029197081,0.44423076923076926,1.2200208550573515,1.0357142857142858,1.952380952380952,1.2190476190476192,0.9857142857142858,0.8717948717948718,1.6,0.9680851063829786,0.8571428571428571,0.976190476190476,0.8876404494382023,0.7582417582417583,0.7446808510638298,1.0182103610675042
2013,louisville,1,1,1,79.5,63.3,28.2,54.3,5.3,15.3,17.8,25.7,10.8,30.5,12.3,10.8,4.0,10.7,20.7,21.5,49.3,5.7,16.0,14.7,20.8,8.3,26.8,9.8,4.5,2.0,14.8,19.5,0.5193370165745856,22.9,39.0,0.5871794871794871,0.3464052287581699,19.7,15.8,33.3,0.436105476673428,0.47447447447447455,0.35625,18.5,16.200000000000003,1.2559241706161137,1.149532710280374,1.2551020408163265,3.6999999999999993,0.5322862129144852,0.7035714285714285,0.36860068259385664,2.0,1.1908518566105615,1.2375365141187922,1.6482231219073322,0.281767955801105,1.101419878296146,5.0,0.5681399631675874,0.4939148073022313,1.1502792683434109,1.4493670886075949,0.9298245614035087,1.3116279069767443,1.2108843537414966,1.1711711711711712,0.95625,1.235576923076923,2.4000000000000004,0.7229729729729729,1.0615384615384615,0.6926070038910507,0.7067307692307692,0.98001535244448
2013,michigan,0,1,1,75.3,65.2,28.3,58.7,8.2,20.7,10.5,15.8,9.5,32.2,15.7,6.8,2.3,10.2,11.0,26.0,58.0,4.3,15.2,8.8,12.5,8.7,29.7,14.0,6.7,3.3,11.7,15.5,0.48211243611584326,20.1,38.0,0.5289473684210527,0.3961352657004831,22.700000000000003,21.7,42.8,0.4482758620689655,0.5070093457943925,0.28289473684210525,21.0,10.099999999999994,1.1549079754601226,1.5392156862745099,1.1214285714285714,2.5000000000000036,0.5201938610662359,0.7229299363057325,0.3114754098360656,0.6969696969696969,1.0754815882584197,1.0432694639825373,1.8697674418604655,0.3526405451448041,1.0120689655172415,0.7000000000000028,0.5519591141396933,0.4853448275862069,1.1372514607496347,0.9262672811059909,1.9069767441860463,1.0884615384615386,1.1931818181818181,0.8878504672897197,1.361842105263158,1.264,1.0149253731343284,0.8717948717948718,0.7096774193548387,0.6645569620253164,0.7040000000000001,0.9439729574223245
2013,wichita-state,0,0,1,71.8,64.2,23.6,55.8,7.0,20.0,17.6,23.0,11.4,34.0,12.2,7.0,5.0,11.2,19.6,20.2,55.8,6.0,21.6,17.8,24.6,10.6,30.6,9.2,6.2,4.0,11.0,20.4,0.4229390681003585,16.6,35.8,0.4636871508379889,0.35,22.6,14.2,34.199999999999996,0.3620071684587814,0.41520467836257313,0.27777777777777773,20.0,7.599999999999994,1.118380062305296,1.0892857142857142,1.3260869565217392,3.3999999999999986,0.5263157894736843,0.6807228915662651,0.36305732484076436,1.25,1.1683168316831685,1.1167676449760013,1.6692737430167603,0.35842293906810035,1.0,0.0,0.485663082437276,0.4157706093189964,1.168103448275862,1.1690140845070425,1.1666666666666667,1.1683168316831685,0.9887640449438203,1.0467836257309941,0.9259259259259258,0.9349593495934959,1.129032258064516,1.018181818181818,0.9607843137254903,0.7652173913043478,0.7235772357723577,1.0575476306790426
2013,syracuse,0,0,1,63.8,48.8,21.6,50.2,4.2,12.4,16.4,24.4,8.8,34.0,10.6,9.8,6.2,10.6,14.2,16.4,52.6,4.4,23.2,11.6,18.2,11.2,32.8,10.8,5.4,3.8,14.8,18.2,0.4302788844621514,17.400000000000002,37.800000000000004,0.46031746031746035,0.33870967741935487,25.2,11.999999999999998,29.400000000000002,0.31178707224334595,0.40816326530612235,0.18965517241379312,21.599999999999998,15.0,1.3073770491803278,1.0,0.9814814814814814,1.2000000000000028,0.5089820359281437,0.6923076923076923,0.2894736842105263,1.6315789473684212,1.3800408123603152,1.1277777777777782,2.427128427128427,0.24701195219123506,0.9543726235741445,-2.3999999999999986,0.4721115537848606,0.3536121673003802,1.3351111682303047,1.4500000000000004,0.9545454545454545,1.3170731707317076,1.4137931034482758,1.2857142857142858,0.5344827586206897,1.3406593406593406,1.8148148148148149,0.7162162162162161,0.7802197802197802,0.6721311475409836,0.6373626373626373,1.0545505935556811
2012,kentucky,1,1,1,81.3,69.5,27.8,54.0,5.0,11.7,20.7,28.2,9.5,36.0,13.5,4.5,7.5,10.8,16.3,26.2,64.7,4.5,15.2,12.7,17.5,10.8,31.0,10.7,5.2,3.3,10.0,21.2,0.5148148148148148,22.8,42.3,0.5390070921985816,0.4273504273504274,26.5,21.7,49.5,0.4049459041731066,0.4383838383838384,0.2960526315789474,20.2,11.799999999999997,1.1697841726618705,1.25,1.2616822429906542,5.0,0.5373134328358209,0.710455764075067,0.31986531986531985,2.272727272727273,1.2713175007068138,1.2295323070889304,1.8206461780929863,0.21666666666666665,0.8346213292117465,-10.700000000000003,0.5611111111111111,0.4397217928902627,1.276059363405585,1.0506912442396314,1.1111111111111112,1.0610687022900764,1.6299212598425197,0.8545454545454545,0.7697368421052632,1.6114285714285714,0.8653846153846153,1.08,0.768867924528302,0.7340425531914894,0.7257142857142856,1.0114759591221312
2012,kansas,0,1,1,65.2,60.5,24.0,59.5,4.0,15.0,13.2,19.8,11.5,38.3,12.0,6.8,6.0,11.3,16.0,21.7,59.8,5.5,18.2,11.7,16.3,12.0,35.5,11.8,5.8,5.7,11.7,17.2,0.40336134453781514,20.0,44.5,0.449438202247191,0.26666666666666666,26.799999999999997,16.2,41.599999999999994,0.362876254180602,0.389423076923077,0.30219780219780223,23.5,4.700000000000003,1.0776859504132232,1.0619469026548671,1.0169491525423728,2.799999999999997,0.518970189701897,0.6907216494845361,0.32857142857142857,1.0526315789473684,1.1115672075281726,1.1541129144125397,1.487231869254341,0.25210084033613445,0.9949832775919732,-0.29999999999999716,0.4369747899159664,0.4088628762541806,1.0687563368905844,1.234567901234568,0.7272727272727273,1.1059907834101383,1.1282051282051282,1.0697115384615385,0.8241758241758242,1.2147239263803682,1.1724137931034482,0.9658119658119659,0.9302325581395349,0.6666666666666666,0.7177914110429447,0.9287749287749287
2012,louisville,0,0,1,63.6,59.8,23.0,56.8,5.4,14.0,12.2,17.4,9.6,31.6,10.0,6.8,4.6,9.6,16.0,22.0,52.8,4.8,18.0,11.0,16.2,8.8,33.0,12.6,5.6,5.0,13.0,15.8,0.40492957746478875,17.6,42.8,0.4112149532710281,0.38571428571428573,22.0,17.2,34.8,0.4166666666666667,0.4942528735632184,0.26666666666666666,24.2,3.8000000000000043,1.0635451505016724,1.0416666666666667,0.7936507936507937,-1.3999999999999986,0.48916408668730654,0.7142857142857143,0.28402366863905326,0.9199999999999999,0.971830985915493,0.8319930449902196,1.5420560747663554,0.24647887323943662,1.0757575757575757,4.0,0.4524647887323944,0.4621212121212121,0.9791041329946895,1.0232558139534884,1.1250000000000002,1.0454545454545454,1.1090909090909091,1.2298850574712643,0.7777777777777778,1.074074074074074,1.2142857142857144,0.7384615384615384,1.0126582278481011,0.7011494252873564,0.6790123456790124,1.032601880877743
2012,ohio-state,0,0,1,74.2,65.0,23.8,55.4,6.8,18.0,19.8,25.6,11.0,34.4,11.8,7.2,4.6,12.6,16.8,22.8,55.0,6.0,17.4,13.4,17.6,8.0,28.6,10.8,5.0,5.8,13.6,21.4,0.4296028880866426,17.0,37.4,0.4545454545454546,0.37777777777777777,23.4,16.8,37.6,0.41454545454545455,0.44680851063829785,0.3448275862068966,20.6,9.200000000000003,1.1415384615384616,0.9365079365079366,1.0925925925925926,5.799999999999997,0.546031746031746,0.7452229299363057,0.3481012658227848,0.793103448275862,1.036322756349357,1.0173160173160174,1.3181818181818181,0.3249097472924188,1.0072727272727273,0.3999999999999986,0.49097472924187724,0.4690909090909091,1.0466515545853972,1.0119047619047619,1.1333333333333333,1.043859649122807,1.4776119402985075,0.9946808510638298,1.0344827586206897,1.4545454545454546,1.44,0.9264705882352942,0.7850467289719627,0.7734375,0.7613636363636364,1.015858208955224
2011,connecticut,1,1,1,66.3,56.0,23.8,54.5,5.0,16.0,13.7,16.7,9.5,37.3,12.5,4.5,5.2,9.0,14.2,20.3,59.5,6.7,23.0,8.7,14.0,11.3,31.5,10.5,5.7,1.7,7.7,14.0,0.43669724770642204,18.8,38.5,0.4883116883116883,0.3125,27.799999999999997,13.600000000000001,36.5,0.3411764705882353,0.3726027397260274,0.29130434782608694,20.2,10.299999999999997,1.1839285714285714,1.3888888888888888,1.1904761904761905,5.799999999999997,0.5421511627906976,0.710997442455243,0.31986531986531985,3.058823529411765,1.279974691553306,1.3105423987776927,1.676293855398333,0.29357798165137616,0.9159663865546218,-5.0,0.48256880733944957,0.3974789915966387,1.2140737436235622,1.3823529411764706,0.7462686567164178,1.1724137931034482,1.5747126436781609,1.0547945205479452,0.6956521739130435,1.1928571428571428,0.7894736842105263,1.1688311688311688,1.0142857142857142,0.8203592814371258,0.6214285714285713,1.3201183839218118
2011,butler,0,1,1,62.8,61.3,20.3,55.7,8.3,26.7,13.8,19.7,12.7,34.2,8.5,5.5,1.7,9.8,18.5,21.0,52.8,5.0,17.0,14.3,19.2,9.2,33.2,11.8,5.2,3.7,10.5,19.7,0.3644524236983842,12.0,29.000000000000004,0.4137931034482758,0.3108614232209738,21.500000000000004,16.0,35.8,0.39772727272727276,0.446927374301676,0.29411764705882354,24.000000000000004,1.5,1.0244698205546492,0.8673469387755102,0.7203389830508474,1.0,0.5074183976261127,0.7003257328990229,0.34604904632152583,0.45945945945945943,0.9163375224416517,0.925862068965517,1.4068965517241376,0.47935368043087967,1.0549242424242424,2.9000000000000057,0.4389587073608618,0.4450757575757576,0.9862561595171702,0.75,1.6600000000000001,0.9666666666666667,0.965034965034965,0.8100558659217879,1.5705882352941176,1.0260416666666667,1.0576923076923077,0.9333333333333333,0.9390862944162437,0.7005076142131981,0.7447916666666667,0.9405416918107273
2011,kentucky,0,0,1,64.6,61.0,23.6,52.6,7.6,19.0,9.8,15.4,8.4,31.0,12.6,6.0,6.4,10.8,13.8,23.0,54.8,4.0,15.4,11.0,14.2,8.6,31.8,10.6,6.6,2.6,10.4,15.6,0.44866920152091255,16.0,33.6,0.47619047619047616,0.39999999999999997,22.6,19.0,39.4,0.41970802919708033,0.48223350253807107,0.2597402597402597,23.200000000000003,3.5999999999999943,1.0590163934426229,1.1666666666666665,1.1886792452830188,-0.8000000000000007,0.49363057324840764,0.7243589743589743,0.26582278481012656,2.4615384615384617,1.0690031410150438,0.9874686716791979,1.8333333333333335,0.3612167300380228,0.9598540145985403,-2.1999999999999957,0.5209125475285171,0.4562043795620438,1.1418403041825096,0.8421052631578947,1.9,1.0260869565217392,0.890909090909091,0.852791878172589,1.2337662337662338,1.0845070422535212,0.9090909090909092,1.0384615384615385,0.8846153846153847,0.6363636363636364,0.7746478873239437,0.8214876033057851
2011,virginia-commonwealth,0,0,1,74.6,66.8,24.6,54.6,10.4,23.8,15.0,21.6,6.0,27.8,17.8,6.6,2.4,9.6,18.2,23.8,62.2,6.0,22.8,13.2,19.2,14.8,39.4,11.4,5.4,4.2,12.6,19.2,0.45054945054945056,14.200000000000001,30.8,0.4610389610389611,0.4369747899159664,21.8,17.8,39.400000000000006,0.38263665594855306,0.45177664974619286,0.2631578947368421,24.599999999999998,7.799999999999997,1.1167664670658681,1.8541666666666667,1.5614035087719298,-11.599999999999998,0.41369047619047616,0.5956284153005464,0.19607843137254904,0.5714285714285714,1.1774863791670513,1.0205019699401723,1.7519480519480521,0.4358974358974359,0.8778135048231511,-7.600000000000001,0.5457875457875457,0.4308681672025723,1.2667158711934832,0.7977528089887641,1.7333333333333334,1.0336134453781514,1.1363636363636365,0.781725888324873,1.043859649122807,1.1250000000000002,1.222222222222222,0.7619047619047619,0.9479166666666666,0.6944444444444444,0.6875,1.0101010101010102
